Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,Topic
ENG713,71,Vocabulary 2,The question was simple but the answer was ______.,,,,,complex,FillBlank,Vocabulary
ENG714,71,Vocabulary 2,The summer day is long but the winter day is ______.,,,,,short,FillBlank,Vocabulary
ENG715,71,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,Vocabulary
ENG716,71,Vocabulary 2,The soup is hot but the ice cream is ______.,,,,,cold,FillBlank,Vocabulary
ENG717,71,Vocabulary 2,The car is fast but the bicycle is ______.,,,,,slow,FillBlank,Vocabulary
ENG718,71,Vocabulary 2,The box is heavy but the feather is ______.,,,,,light,FillBlank,Vocabulary
ENG719,71,Vocabulary 2,The story is old but the movie is ______.,,,,,new,FillBlank,Vocabulary
ENG720,71,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,Vocabulary
ENG721,72,Articles,_____ eye. (a/an),,,,,an,FillBlank,Article
ENG722,72,Articles,_____ pet. (a/an),,,,,a,FillBlank,Article
ENG723,72,Articles,_____ book. (a/an),,,,,a,FillBlank,Article
ENG724,72,Articles,_____ orange. (a/an),,,,,an,FillBlank,Article
ENG725,72,Articles,_____ boat. (a/an),,,,,a,FillBlank,Article
ENG726,72,Articles,_____ apple. (a/an),,,,,an,FillBlank,Article
ENG727,72,Articles,_____ ear. (a/an),,,,,an,FillBlank,Article
ENG728,72,Articles,_____ horse. (a/an),,,,,a,FillBlank,Article
ENG729,72,Articles,_____ lion. (a/an),,,,,a,FillBlank,Article
ENG730,72,Articles,_____ onion. (a/an),,,,,an,FillBlank,Article
ENG731,73,Articles,_____ goat. (a/an),,,,,a,FillBlank,Article
ENG732,73,Articles,_____ mango. (a/an),,,,,a,FillBlank,Article
ENG733,73,Articles,_____ flower. (a/an),,,,,a,FillBlank,Article
ENG734,73,Articles,_____ tree. (a/an),,,,,a,FillBlank,Article
ENG735,73,Articles,_____ umbrella. (a/an),,,,,an,FillBlank,Article
ENG736,73,Articles,_____ teacher. (a/an),,,,,a,FillBlank,Article
ENG737,73,Articles,_____ bag. (a/an),,,,,a,FillBlank,Article
ENG738,73,Articles,_____ elephant. (a/an),,,,,an,FillBlank,Article
ENG739,73,Articles,_____ egg. (a/an),,,,,an,FillBlank,Article
ENG740,73,Articles,_____ animal. (a/an),,,,,an,FillBlank,Article
ENG741,74,Articles,_____ lamp. (a/an),,,,,a,FillBlank,Article
ENG742,74,Articles,_____ ant. (a/an),,,,,an,FillBlank,Article
ENG743,74,Articles,_____ ice cream. (a/an),,,,,an,FillBlank,Article
ENG744,74,Articles,Tanvir has _____ toy car. (a/an),,,,,a,FillBlank,Article
ENG745,74,Articles,Harry has _____ owl for a pet. (a/an),,,,,an,FillBlank,Article
ENG746,74,Articles,_____ dog and a cat can become good friends. (a/an),,,,,a,FillBlank,Article
ENG747,74,Articles,Harry has an owl for ____ pet. (a/an),,,,,a,FillBlank,Article
ENG748,74,Articles,A dog and _____ cat can become good friends. (a/an),,,,,a,FillBlank,Article
ENG749,74,Articles,The hen laid  _____ egg this morning. (a/an),,,,,an,FillBlank,Article
ENG750,74,Articles,Please give me _____ apple and a banana. (a/an),,,,,an,FillBlank,Article
ENG751,75,Articles,Tom gave me _____ book. (a/an),,,,,a,FillBlank,Article
ENG752,75,Articles,Please give me an apple and _____ banana. (a/an),,,,,a,FillBlank,Article
ENG753,75,Articles,_____ elephant is an animal and so is a zebra. (a/an),,,,,an,FillBlank,Article
ENG754,75,Articles,Father took _____ umbrella with him when he went out. (a/an),,,,,an,FillBlank,Article
ENG755,75,Articles,An elephant is an animal and so is _____ zebra. (a/an),,,,,a,FillBlank,Article
ENG756,75,Articles,An elephant is an animal and so is _____ zebra. (a/an),,,,,a,FillBlank,Article
ENG757,75,Articles,I can see _____ blue kite in the sky. (a/an),,,,,a,FillBlank,Article
ENG758,75,Articles,Father took _____ black umbrella with him when he went out. (a/an),,,,,a,FillBlank,Article
ENG759,75,Articles,Father took _____ old umbrella with him when he went out. (a/an),,,,,an,FillBlank,Article
ENG760,75,Articles,A dog and _____ cat can become good friends. (a/an),,,,,a,FillBlank,Article
ENG761,76,Articles,Please give me _____ egg and a banana. (a/an),,,,,an,FillBlank,Article
ENG762,76,Articles,An elephant is ____ animal and so is a zebra. (a/an),,,,,an,FillBlank,Article
ENG763,76,Articles,There is _____ boat on the river. (a/an),,,,,a,FillBlank,Article
ENG764,76,Articles,I saw ______ elephant at the zoo. (a/an/the),,,,,an,FillBlank,Articles
ENG765,76,Articles,She is reading ______ interesting book. (a/an/the),,,,,an,FillBlank,Articles
ENG766,76,Articles,He bought ______ new car yesterday. (a/an/the),,,,,a,FillBlank,Articles
ENG767,76,Articles,We visited ______ Taj Mahal during our trip. (a/an/the),,,,,the,FillBlank,Articles
ENG768,76,Articles,My father is ______ engineer. (a/an/the),,,,,an,FillBlank,Articles
ENG769,76,Articles,She wants to become ______ doctor. (a/an/the),,,,,a,FillBlank,Articles
ENG770,76,Articles,______ sun rises in the east. (a/an/the),,,,,the,FillBlank,Articles
ENG771,77,Articles,He ate ______ apple after lunch. (a/an/the),,,,,an,FillBlank,Articles
ENG772,77,Articles,I need ______ pen to write this letter. (a/an/the),,,,,a,FillBlank,Articles
ENG773,77,Articles,They crossed ______ river by boat. (a/an/the),,,,,the,FillBlank,Articles
ENG774,77,Articles,She found ______ old coin in the garden. (a/an/the),,,,,an,FillBlank,Articles
ENG775,77,Articles,He lives in ______ small village. (a/an/the),,,,,a,FillBlank,Articles
ENG776,77,Articles,______ Earth revolves around the Sun. (a/an/the),,,,,the,FillBlank,Articles
ENG777,77,Articles,She adopted ______ cute puppy. (a/an/the),,,,,a,FillBlank,Articles
ENG778,77,Articles,My uncle is ______ honest man. (a/an/the),,,,,an,FillBlank,Articles
ENG779,77,Articles,We watched ______ movie you recommended. (a/an/the),,,,,the,FillBlank,Articles
ENG780,77,Articles,He is eating ______ orange. (a/an/the),,,,,an,FillBlank,Articles
ENG781,78,Articles,I saw ______ bird sitting on the tree. (a/an/the),,,,,a,FillBlank,Articles
ENG782,78,Articles,______ Pacific Ocean is the largest ocean. (a/an/the),,,,,the,FillBlank,Articles
ENG783,78,Articles,She wore ______ beautiful dress to the party. (a/an/the),,,,,a,FillBlank,Articles
ENG784,78,Articles,He gave me ______ useful suggestion. (a/an/the),,,,,a,FillBlank,Articles
ENG785,78,Articles,We stayed at ______ hotel near the beach. (a/an/the),,,,,a,FillBlank,Articles
ENG786,78,Articles,______ moon looks beautiful tonight. (a/an/the),,,,,the,FillBlank,Articles
ENG787,78,Articles,She is ______ excellent teacher. (a/an/the),,,,,an,FillBlank,Articles
ENG788,78,Articles,They visited ______ museum in the city center. (a/an/the),,,,,the,FillBlank,Articles
ENG789,78,Articles,She bought ______ (a/an/the) umbrella because it was raining.,,,,,an,FillBlank,Articles
ENG790,78,Articles,I saw ______ (a/an/the) eagle flying over the mountain.,,,,,an,FillBlank,Articles
ENG791,79,Articles,He wants to be ______ (a/an/the) astronaut when he grows up.,,,,,an,FillBlank,Articles
ENG792,79,Articles,We stayed in ______ (a/an/the) apartment near the station.,,,,,an,FillBlank,Articles
ENG793,79,Articles,She is reading ______ (a/an/the) book that I gave her.,,,,,the,FillBlank,Articles
ENG794,79,Articles,They visited ______ (a/an/the) Eiffel Tower during their vacation.,,,,,the,FillBlank,Articles
ENG795,79,Articles,My brother has ______ (a/an/the) bicycle.,,,,,a,FillBlank,Articles
ENG796,79,Articles,He ate ______ (a/an/the) ice cream after dinner.,,,,,an,FillBlank,Articles
ENG797,79,Articles,______ (a/an/the) Ganges is a famous river.,,,,,the,FillBlank,Articles
ENG798,79,Articles,She found ______ (a/an/the) interesting article online.,,,,,an,FillBlank,Articles
ENG799,79,Articles,I need ______ (a/an/the) ruler for my geometry class.,,,,,a,FillBlank,Articles
ENG800,79,Articles,He adopted ______ (a/an/the) animal from the shelter.,,,,,an,FillBlank,Articles
ENG801,80,Articles,We visited ______ (a/an/the) zoo in our city yesterday.,,,,,the,FillBlank,Articles
ENG802,80,Articles,She is ______ (a/an/the) university student.,,,,,a,FillBlank,Articles
ENG803,80,Articles,My father bought ______ (a/an/the) new laptop.,,,,,a,FillBlank,Articles
ENG804,80,Articles,______ (a/an/the) Himalayas are the highest mountains in the world.,,,,,the,FillBlank,Articles
ENG805,80,Articles,He is waiting for ______ (a/an/the) bus to arrive.,,,,,the,FillBlank,Articles
ENG806,80,Articles,She has ______ (a/an/the) idea for the project.,,,,,an,FillBlank,Articles
ENG807,80,Articles,I saw ______ (a/an/the) horse running across the field.,,,,,a,FillBlank,Articles
ENG808,80,Articles,They watched ______ (a/an/the) match on television last night.,,,,,the,FillBlank,Articles
ENG809,80,Articles,He bought ______ (a/an/the) orange from the market.,,,,,an,FillBlank,Articles
ENG810,80,Articles,We saw ______ (a/an/the) rainbow after the rain.,,,,,a,FillBlank,Articles
ENG811,81,Articles,______ (a/an/the) Moon revolves around the Earth.,,,,,the,FillBlank,Articles
ENG812,81,Articles,She is ______ (a/an/the) honest employee.,,,,,an,FillBlank,Articles
ENG813,81,Articles,He carried ______ (a/an/the) heavy bag up the stairs.,,,,,a,FillBlank,Articles
ENG814,81,Articles,She wants to buy ______ (a/an/the) dress she saw yesterday.,,,,,the,FillBlank,Articles
ENG815,81,Articles,He is ______ (a/an/the) excellent cricket player.,,,,,an,FillBlank,Articles
ENG816,81,Articles,I need ______ (a/an/the) notebook for class.,,,,,a,FillBlank,Articles
ENG817,81,Articles,______ (a/an/the) Amazon is the largest rainforest in the world.,,,,,the,FillBlank,Articles
ENG818,81,Articles,She adopted ______ (a/an/the) kitten from the shelter.,,,,,a,FillBlank,Articles
ENG819,81,Articles,He saw ______ (a/an/the) owl sitting on a branch.,,,,,an,FillBlank,Articles
ENG820,81,Articles,We visited ______ (a/an/the) museum near our hotel.,,,,,the,FillBlank,Articles
ENG821,82,Articles,My sister is ______ (a/an/the) architect.,,,,,an,FillBlank,Articles
ENG822,82,Articles,I bought ______ (a/an/the) gift for my friend.,,,,,a,FillBlank,Articles
ENG823,82,Articles,______ (a/an/the) Nile is the longest river in Africa.,,,,,the,FillBlank,Articles
ENG824,82,Articles,She gave me ______ (a/an/the) useful book.,,,,,a,FillBlank,Articles
ENG825,82,Articles,He is eating ______ (a/an/the) egg for breakfast.,,,,,an,FillBlank,Articles
ENG826,82,Articles,We watched ______ (a/an/the) movie that won the award.,,,,,the,FillBlank,Articles
ENG827,82,Articles,There is ______ (a/an/the) cat sleeping under the table.,,,,,a,FillBlank,Articles
ENG828,82,Articles,She has ______ (a/an/the) unusual hobby.,,,,,an,FillBlank,Articles
ENG829,82,Articles,______ (a/an/the) President will address the nation tonight.,,,,,the,FillBlank,Articles
ENG830,82,Articles,He bought ______ (a/an/the) umbrella because it looked strong.,,,,,an,FillBlank,Articles
ENG831,83,Articles,I saw ______ (a/an/the) deer in the forest.,,,,,a,FillBlank,Articles
ENG832,83,Articles,She is reading ______ (a/an/the) novel her teacher recommended.,,,,,the,FillBlank,Articles
ENG833,83,Articles,My uncle owns ______ (a/an/the) restaurant in the city.,,,,,a,FillBlank,Articles
ENG834,83,Articles,He met ______ (a/an/the) European tourist at the station.,,,,,a,FillBlank,Articles
ENG835,83,Articles,______ (a/an/the) Indian Ocean lies south of India.,,,,,the,FillBlank,Articles
ENG836,83,Articles,She wrote ______ (a/an/the) essay about climate change.,,,,,an,FillBlank,Articles
ENG837,83,Articles,I need ______ (a/an/the) chair to sit on.,,,,,a,FillBlank,Articles
ENG838,83,Articles,We visited ______ (a/an/the) Red Fort during our trip to Delhi.,,,,,the,FillBlank,Articles
ENG839,83,Articles,She bought ______ (a/an/the) orange from the market.,,,,,an,FillBlank,Articles
ENG840,83,Articles,We saw ______ (a/an/the) moon shining brightly.,,,,,the,FillBlank,Articles
ENG841,84,Fill in the Blank : Pronoun,My parrot likes to sing. ______ sings beautifully.,,,,,It,FillBlank,Part of Speech
ENG842,84,Fill in the Blank : Pronoun,The lion and the tiger are sleeping. ______ are tired.,,,,,They,FillBlank,Part of Speech
ENG843,84,Fill in the Blank : Pronoun,Rina is my best friend. ______ helps me with my homework.,,,,,She,FillBlank,Part of Speech
ENG844,84,Fill in the Blank : Pronoun,John is a good football player. ______ plays very well.,,,,,He,FillBlank,Part of Speech
ENG845,84,Fill in the Blank : Pronoun,The books are on the table. ______ belong to the library.,,,,,They,FillBlank,Part of Speech
ENG846,84,Fill in the Blank : Pronoun,My brother and I went to the park. ______ had a great time.,,,,,We,FillBlank,Part of Speech
ENG847,84,Fill in the Blank : Pronoun,The dog is barking loudly. ______ wants some food.,,,,,It,FillBlank,Part of Speech
ENG848,84,Fill in the Blank : Pronoun,Sarah and Mina are classmates. ______ study together.,,,,,They,FillBlank,Part of Speech
ENG849,84,Fill in the Blank : Pronoun,I am learning Python. ______ enjoy coding very much.,,,,,I,FillBlank,Part of Speech
ENG850,84,Fill in the Blank : Pronoun,You have completed the project. ______ did a great job.,,,,,You,FillBlank,Part of Speech
ENG851,85,Fill in the Blank : Pronoun,The flowers are blooming. ______ look beautiful.,,,,,They,FillBlank,Part of Speech
ENG852,85,Fill in the Blank : Pronoun,My father is a teacher. ______ teaches mathematics.,,,,,He,FillBlank,Part of Speech
ENG853,85,Fill in the Blank : Pronoun,The baby is sleeping peacefully. ______ is very quiet.,,,,,It,FillBlank,Part of Speech
ENG854,85,Fill in the Blank : Pronoun,My mother and aunt are cooking. ______ are preparing dinner.,,,,,They,FillBlank,Part of Speech
ENG855,85,Fill in the Blank : Pronoun,Tom has a new bicycle. ______ rides it every day.,,,,,He,FillBlank,Part of Speech
ENG856,85,Fill in the Blank : Pronoun,The cat is under the chair. ______ is hiding there.,,,,,It,FillBlank,Part of Speech
ENG857,85,Fill in the Blank : Pronoun,My friends invited me to the picnic. ______ are very kind.,,,,,They,FillBlank,Part of Speech
ENG858,85,Fill in the Blank : Pronoun,Lisa is reading a novel. ______ loves reading books.,,,,,She,FillBlank,Part of Speech
ENG859,85,Fill in the Blank : Pronoun,The students are taking an exam. ______ are very focused.,,,,,They,FillBlank,Part of Speech
ENG860,85,Fill in the Blank : Pronoun,David and I are working on a project. ______ will finish it soon.,,,,,We,FillBlank,Part of Speech
ENG861,86,Fill in the Blank : Pronoun,The bird is building a nest. ______ works hard every day.,,,,,It,FillBlank,Part of Speech
ENG862,86,Fill in the Blank : Pronoun,My uncle lives in Dhaka. ______ works in a bank.,,,,,He,FillBlank,Part of Speech
ENG863,86,Fill in the Blank : Pronoun,Emma is an excellent singer. ______ performs on stage often.,,,,,She,FillBlank,Part of Speech
ENG864,86,Fill in the Blank : Pronoun,The children are playing in the field. ______ are having fun.,,,,,They,FillBlank,Part of Speech
ENG865,86,Fill in the Blank : Pronoun,You and I are good friends. ______ help each other.,,,,,We,FillBlank,Part of Speech
ENG866,86,Fill in the Blank : Pronoun,The teacher entered the classroom. ______ greeted the students.,,,,,She,FillBlank,Part of Speech
ENG867,86,Fill in the Blank : Pronoun,My grandparents live in a village. ______ enjoy a peaceful life.,,,,,They,FillBlank,Part of Speech
ENG868,86,Fill in the Blank : Pronoun,The airplane is flying high in the sky. ______ will land soon.,,,,,It,FillBlank,Part of Speech
ENG869,86,Fill in the Blank : Pronoun,Jack and Peter play cricket every weekend. ______ are very talented.,,,,,They,FillBlank,Part of Speech
ENG870,86,Fill in the Blank : Pronoun,I have a pet rabbit. ______ loves eating carrots.,,,,,It,FillBlank,Part of Speech
ENG871,87,Fill in the Blank : Pronoun,Sophia is studying for her exam. ______ wants to get good grades.,,,,,She,FillBlank,Part of Speech
ENG872,87,Fill in the Blank : Pronoun,My brother and I went shopping. ______ bought some clothes.,,,,,We,FillBlank,Part of Speech
ENG873,87,Fill in the Blank : Pronoun,The computer is not working. ______ needs to be repaired.,,,,,It,FillBlank,Part of Speech
ENG874,87,Fill in the Blank : Pronoun,The boys are swimming in the river. ______ are enjoying the water.,,,,,They,FillBlank,Part of Speech
ENG875,87,Fill in the Blank : Pronoun,Mr. Hasan is our principal. ______ is very kind.,,,,,He,FillBlank,Part of Speech
ENG876,87,Fill in the Blank : Pronoun,The train arrived at the station. ______ was ten minutes late.,,,,,It,FillBlank,Part of Speech
ENG877,87,Fill in the Blank : Pronoun,My sister loves painting. ______ creates beautiful artwork.,,,,,She,FillBlank,Part of Speech
ENG878,87,Fill in the Blank : Pronoun,You have solved the problem correctly. ______ are very smart.,,,,,You,FillBlank,Part of Speech
ENG879,87,Fill in the Blank : Pronoun,The cows are grazing in the field. ______ look healthy.,,,,,They,FillBlank,Part of Speech
ENG880,87,Fill in the Blank : Pronoun,Daniel is reading a newspaper. ______ wants to know the latest news.,,,,,He,FillBlank,Part of Speech
ENG881,88,Fill in the Blank : Pronoun,The mobile phone is on the table. ______ belongs to my father.,,,,,It,FillBlank,Part of Speech
ENG882,88,Fill in the Blank : Pronoun,Mary and Anna are singing together. ______ sound wonderful.,,,,,They,FillBlank,Part of Speech
ENG883,88,Fill in the Blank : Pronoun,I am learning English grammar. ______ practice every day.,,,,,I,FillBlank,Part of Speech
ENG884,88,Fill in the Blank : Pronoun,The horse is running very fast. ______ is winning the race.,,,,,It,FillBlank,Part of Speech
ENG885,88,Fill in the Blank : Pronoun,My cousins came to visit us yesterday. ______ stayed for two days.,,,,,They,FillBlank,Part of Speech
ENG886,88,Fill in the Blank : Pronoun,The doctor checked the patient carefully. ______ prescribed some medicine.,,,,,He,FillBlank,Part of Speech
ENG887,88,Fill in the Blank : Pronoun,The lamp is very bright. ______ lights up the whole room.,,,,,It,FillBlank,Part of Speech
ENG888,88,Fill in the Blank : Pronoun,Emma and I are preparing for the competition. ______ hope to win.,,,,,We,FillBlank,Part of Speech
ENG889,88,Fill in the Blank : Pronoun,The monkey climbed the tree quickly. ______ was looking for fruit.,,,,,It,FillBlank,Part of Speech
ENG890,88,Fill in the Blank : Pronoun,The girls are practicing dance. ______ will perform tomorrow.,,,,,They,FillBlank,Part of Speech
ENG891,89,Fill in the Blank : Pronoun,The baby is crying loudly. ______ is hungry.,,,,,It,FillBlank,Part of Speech
ENG892,89,Fill in the Blank : Pronoun,My parents are watching television. ______ are relaxing after dinner.,,,,,They,FillBlank,Part of Speech
ENG893,89,Fill in the Blank : Pronoun,Ali is my neighbor. ______ helps everyone in the community.,,,,,He,FillBlank,Part of Speech
ENG894,89,Fill in the Blank : Pronoun,The birds are flying south for the winter. ______ travel long distances.,,,,,They,FillBlank,Part of Speech
ENG895,89,Fill in the Blank : Pronoun,The bicycle is new. ______ belongs to my brother.,,,,,It,FillBlank,Part of Speech
ENG896,89,Fill in the Blank : Pronoun,Sara is a talented artist. ______ paints beautiful pictures.,,,,,She,FillBlank,Part of Speech
ENG897,89,Fill in the Blank : Pronoun,You and your brother are very helpful. ______ always assist others.,,,,,You,FillBlank,Part of Speech
ENG898,89,Fill in the Blank : Pronoun,The children are reading storybooks. ______ enjoy fairy tales.,,,,,They,FillBlank,Part of Speech
ENG899,89,Fill in the Blank : Pronoun,My uncle is a farmer. ______ grows vegetables and fruits.,,,,,He,FillBlank,Part of Speech
ENG900,89,Fill in the Blank : Pronoun,The clock stopped working. ______ needs a new battery.,,,,,It,FillBlank,Part of Speech
ENG901,90,Fill in the Blank : Pronoun,Mina and I are classmates. ______ sit in the same row.,,,,,We,FillBlank,Part of Speech
ENG902,90,Fill in the Blank : Pronoun,The elephant is the largest land animal. ______ has a long trunk.,,,,,It,FillBlank,Part of Speech
ENG903,90,Fill in the Blank : Pronoun,My aunt teaches English. ______ works at a high school.,,,,,She,FillBlank,Part of Speech
ENG904,90,Fill in the Blank : Pronoun,The players are warming up before the match. ______ look excited.,,,,,They,FillBlank,Part of Speech
ENG905,90,Fill in the Blank : Pronoun,I enjoy solving puzzles. ______ find them interesting.,,,,,I,FillBlank,Part of Speech
ENG906,90,Fill in the Blank : Pronoun,The fish is swimming in the pond. ______ looks colorful.,,,,,It,FillBlank,Part of Speech
ENG907,90,Fill in the Blank : Pronoun,Rahim and Karim are brothers. ______ study in the same school.,,,,,They,FillBlank,Part of Speech
ENG908,90,Fill in the Blank : Pronoun,The driver parked the bus. ______ checked the engine afterward.,,,,,He,FillBlank,Part of Speech
ENG909,90,Fill in the Blank : Pronoun,The flowers in the garden are blooming. ______ smell wonderful.,,,,,They,FillBlank,Part of Speech
ENG910,90,Fill in the Blank : Pronoun,Nina is preparing breakfast. ______ woke up early this morning.,,,,,She,FillBlank,Part of Speech
ENG911,91,Fill in the Blank : Describing Words,The lion has a thick mane. (Find all Describing words),,,,,thick,FillBlank,Part of Speech
ENG912,91,Fill in the Blank : Describing Words,The huge elephant waved its trunk. (Find all Describing words),,,,,huge,FillBlank,Part of Speech
ENG913,91,Fill in the Blank : Describing Words,I wrote with a blunt pencil. (Find all Describing words),,,,,blunt,FillBlank,Part of Speech
ENG914,91,Fill in the Blank : Describing Words,Mother cuts vegetables with a sharp knife. (Find all Describing words),,,,,sharp,FillBlank,Part of Speech
ENG915,91,Fill in the Blank : Describing Words,The boy climbed up a tall tree. (Find all Describing words),,,,,tall,FillBlank,Part of Speech
ENG916,91,Fill in the Blank : Describing Words,Niti is a clever girl. (Find all Describing words),,,,,clever,FillBlank,Part of Speech
ENG917,91,Fill in the Blank : Describing Words,Amit is my best friend. (Find all Describing words),,,,,best,FillBlank,Part of Speech
ENG918,91,Fill in the Blank : Describing Words,The young man swam across the big lake. (Find all Describing words),,,,,big,FillBlank,Part of Speech
ENG919,91,Fill in the Blank : Describing Words,Lisa wore a pink dress. (Find all Describing words),,,,,pink,FillBlank,Part of Speech
ENG920,91,Fill in the Blank : Describing Words,Hasan sat on a low chair. (Find all Describing words),,,,,low,FillBlank,Part of Speech
ENG921,92,Fill in the Blank : Describing Words,There was a high wall all roung the garden. (Find all Describing words),,,,,high,FillBlank,Part of Speech
ENG922,92,Fill in the Blank : Describing Words,Adnan drives a red car. (Find all Describing words),,,,,red,FillBlank,Part of Speech
ENG923,92,Fill in the Blank : Describing Words,The big house stood on a hill. (Find all Describing words),,,,,big,FillBlank,Part of Speech
ENG924,92,Fill in the Blank : Describing Words,Robin had a bowl of hot soup. (Find all Describing words),,,,,hot,FillBlank,Part of Speech
ENG925,92,Fill in the Blank : Describing Words,The monkey is a clever animal. (Find all Describing words),,,,,clever,FillBlank,Part of Speech
ENG926,92,Fill in the Blank : Describing Words,Arman is a tall boy. (Find all Describing words),,,,,tall,FillBlank,Part of Speech
ENG927,92,Fill in the Blank : Describing Words,The little puppy licked Niti's hand. (Find all Describing words),,,,,little,FillBlank,Part of Speech
ENG928,92,Fill in the Blank : Describing Words,He dived into the cold water. (Find all Describing words),,,,,cold,FillBlank,Part of Speech
ENG929,92,Fill in the Blank : Describing Words,Mother cuts vegetables with a sharp knife. (Find all Describing words),,,,,sharp,FillBlank,Part of Speech
ENG930,92,Fill in the Blank : Describing Words,Adnan drives a red car. (Find all Describing words),,,,,red,FillBlank,Part of Speech
ENG931,93,Articles: Revision 1,_____ old man opened the door.,,,,,an,FillBlank,Article
ENG932,93,Articles: Revision 1,"Ruby put _____ open book on her lap, but she was not reading it.",,,,,an,FillBlank,Article
ENG933,93,Articles: Revision 1,The pig has ____ curly tail.,,,,,a,FillBlank,Article
ENG934,93,Articles: Revision 1,I saw ____ elephant at the zoo.,,,,,an,FillBlank,Article
ENG935,93,Articles: Revision 1,She found ____ coin on the road.,,,,,a,FillBlank,Article
ENG936,93,Articles: Revision 1,There is ____ umbrella near the door.,,,,,an,FillBlank,Article
ENG937,93,Articles: Revision 1,____ ant carried food to its nest.,,,,,an,FillBlank,Article
ENG938,93,Articles: Revision 1,Father drove ____ car to work.,,,,,a,FillBlank,Article
ENG939,93,Articles: Revision 1,We stayed in ____ hotel near the beach.,,,,,a,FillBlank,Article
ENG940,93,Articles: Revision 1,____ eagle flew high in the sky.,,,,,an,FillBlank,Article
ENG941,94,Articles: Revision 1,The farmer bought ____ ox for his field.,,,,,an,FillBlank,Article
ENG942,94,Articles: Revision 1,Rahul wants to become ____ engineer when he grows up.,,,,,an,FillBlank,Article
ENG943,94,Articles: Revision 1,I saw ____ apple on the table.,,,,,an,FillBlank,Article
ENG944,94,Articles: Revision 1,Rahul found ____ egg in the nest.,,,,,an,FillBlank,Article
ENG945,94,Articles: Revision 1,We bought ____ kite from the shop.,,,,,a,FillBlank,Article
ENG946,94,Articles: Revision 1,There was ____ elephant near the river.,,,,,an,FillBlank,Article
ENG947,94,Articles: Revision 1,Mother gave me ____ umbrella for the rain.,,,,,an,FillBlank,Article
ENG948,94,Articles: Revision 1,The boy kicked ____ ball across the field.,,,,,a,FillBlank,Article
ENG949,94,Articles: Revision 1,I ate ____ orange after dinner.,,,,,an,FillBlank,Article
ENG950,94,Articles: Revision 1,We saw ____ monkey in the tree.,,,,,a,FillBlank,Article
ENG951,95,Articles: Revision 1,He picked up ____ onion from the basket.,,,,,an,FillBlank,Article
ENG952,95,Articles: Revision 1,The farmer owns ____ cow.,,,,,a,FillBlank,Article
ENG953,95,Articles: Revision 1,She wrote with ____ ink pen.,,,,,an,FillBlank,Article
ENG954,95,Articles: Revision 1,They built ____ sandcastle on the beach.,,,,,a,FillBlank,Article
ENG955,95,Articles: Revision 1,I saw ____ eagle flying in the sky.,,,,,an,FillBlank,Article
ENG956,95,Articles: Revision 1,He carried ____ bag to school.,,,,,a,FillBlank,Article
ENG957,95,Articles: Revision 1,We planted ____ oak tree in the garden.,,,,,an,FillBlank,Article
ENG958,95,Articles: Revision 1,She found ____ doll under the bed.,,,,,a,FillBlank,Article
ENG959,95,Articles: Revision 1,There was ____ insect on the leaf.,,,,,an,FillBlank,Article
ENG960,95,Articles: Revision 1,The girl wore ____ hat at the picnic.,,,,,a,FillBlank,Article
ENG961,96,Articles: Revision 1,I saw ____ octopus in the aquarium.,,,,,an,FillBlank,Article
ENG962,96,Articles: Revision 1,He opened ____ book and started reading.,,,,,a,FillBlank,Article
ENG963,96,Articles: Revision 1,We heard ____ owl hooting at night.,,,,,an,FillBlank,Article
ENG964,96,Articles: Revision 1,She bought ____ toy for her brother.,,,,,a,FillBlank,Article
ENG965,96,Articles: Revision 1,There was ____ ant crawling on the wall.,,,,,an,FillBlank,Article
ENG966,96,Articles: Revision 1,We planted ____ oak tree in the garden.,,,,,an,FillBlank,Article
ENG967,96,Articles: Revision 1,He saw ____ eagle flying high in the sky.,,,,,an,FillBlank,Article
ENG968,96,Articles: Revision 1,She baked ____ cake for the party.,,,,,a,FillBlank,Article
ENG969,96,Articles: Revision 1,We visited ____ Taj Mahal last summer.,,,,,the,FillBlank,Article
ENG970,96,Articles: Revision 1,He bought ____ umbrella because it was raining.,,,,,an,FillBlank,Article
ENG971,97,Pronoun: Revision 1,Rina is my friend. _____ is very kind.,,,,,She,FillBlank,Part of Speech
ENG972,97,Pronoun: Revision 1,Karim has a bicycle. _____ rides it every day.,,,,,He,FillBlank,Part of Speech
ENG973,97,Pronoun: Revision 1,My cat is sleeping. _____ is under the table.,,,,,It,FillBlank,Part of Speech
ENG974,97,Pronoun: Revision 1,Ali and I are classmates. _____ study together.,,,,,We,FillBlank,Part of Speech
ENG975,97,Pronoun: Revision 1,Rupa and Sima are sisters. _____ play together.,,,,,They,FillBlank,Part of Speech
ENG976,97,Pronoun: Revision 1,_____ am going to school now.,,,,,I,FillBlank,Part of Speech
ENG977,97,Pronoun: Revision 1,Can _____ help me carry this bag? (talking to one friend),,,,,you,FillBlank,Part of Speech
ENG978,97,Pronoun: Revision 1,The dog is barking because _____ is hungry.,,,,,it,FillBlank,Part of Speech
ENG979,97,Pronoun: Revision 1,My parents are at home. _____ are watching TV.,,,,,They,FillBlank,Part of Speech
