Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
FENG808,81,Conjunction,We went to the park _________ played football. (Conjunction),and,but,or,so,and,MCQ,
FENG809,81,Conjunction,"Hurry up, _________ you will miss the train. (Conjunction)",because,or,and,but,or,MCQ,
FENG810,81,Conjunction,She is smart _________ hardworking. (Conjunction),because,but,or,and,and,MCQ,
FENG811,82,Conjunction,"He did not call, _________ he sent a message. (Conjunction)",so,and,because,but,but,MCQ,
FENG812,82,Conjunction,"The weather was cold, _________ we stayed indoors. (Conjunction)",but,so,or,yet,so,MCQ,
FENG813,82,Conjunction,You can take a bus _________ a taxi. (Conjunction),or,and,because,but,or,MCQ,
FENG814,82,Conjunction,The baby cried _________ it was hungry. (Conjunction),because,but,and,so,because,MCQ,
FENG815,82,Conjunction,She opened the window _________ let in fresh air. (Conjunction),but,and,because,or,and,MCQ,
FENG816,82,Conjunction,"I wanted to buy the book, _________ I had no money. (Conjunction)",because,so,or,but,but,MCQ,
FENG817,82,Conjunction,He woke up early _________ went for a walk. (Conjunction),because,or,but,and,and,MCQ,
FENG818,82,Conjunction,"Study well, _________ you may fail the test. (Conjunction)",and,because,or,but,or,MCQ,
FENG819,82,Conjunction,The food was tasty _________ expensive. (Conjunction),because,but,and,so,but,MCQ,
FENG820,82,Conjunction,We stayed inside _________ the storm was strong. (Conjunction),or,and,because,but,because,MCQ,
FENG821,83,Conjunction,My sister likes music _________ dancing. (Conjunction),or,because,and,but,and,MCQ,
FENG822,83,Conjunction,"He practiced daily, _________ he became a better player. (Conjunction)",or,but,so,because,so,MCQ,
FENG823,83,Conjunction,Do you want apples _________ bananas? (Conjunction),or,and,but,because,or,MCQ,
FENG824,83,Conjunction,The room was small _________ comfortable. (Conjunction),and,so,because,but,but,MCQ,
FENG825,83,Conjunction,She smiled _________ waved at her friend. (Conjunction),and,because,but,or,and,MCQ,
FENG826,83,Conjunction,"The boy was hungry, _________ he ate a sandwich. (Conjunction)",because,but,or,so,so,MCQ,
FENG827,83,Conjunction,She can sing _________ dance very well. (Conjunction),or,but,because,and,and,MCQ,
FENG828,83,Conjunction,We stayed at home _________ it was raining heavily. (Conjunction),or,and,but,because,because,MCQ,
FENG829,83,Conjunction,"Take an umbrella, _________ you may get wet. (Conjunction)",or,and,because,but,or,MCQ,
FENG830,83,Conjunction,The toy is  old _____ very useful. (Conjunction),or,because,but,so,but,MCQ,
FENG831,84,Conjunction,I finished my homework _________ went to bed. (Conjunction),because,and,or,but,and,MCQ,
FENG832,84,Conjunction,"The road was slippery, _________ we drove carefully. (Conjunction)",so,but,and,because,so,MCQ,
FENG833,84,Conjunction,Would you like juice _________ milk? (Conjunction),because,but,and,or,or,MCQ,
FENG834,84,Conjunction,"She did not study, _________ she failed the test. (Conjunction)",because,but,and,so,so,MCQ,
FENG835,84,Conjunction,The movie was long _________ interesting. (Conjunction),because,or,but,so,but,MCQ,
FENG836,84,Conjunction,He opened the box _________ found a gift inside. (Conjunction),or,but,because,and,and,MCQ,
FENG837,84,Conjunction,I could not attend class _________ I was sick. (Conjunction),and,or,but,because,because,MCQ,
FENG838,84,Conjunction,"Walk faster, _________ you will be late. (Conjunction)",and,or,but,because,or,MCQ,
FENG839,84,Conjunction,The cat jumped onto the chair _________ slept there. (Conjunction),because,or,and,but,and,MCQ,
FENG840,84,Conjunction,She is kind ________ helpful. (Conjunction),and,so,or,but,and,MCQ,
FENG841,85,Conjunction,"The shop was closed, _________ we returned home. (Conjunction)",so,because,but,or,so,MCQ,
FENG842,85,Conjunction,"He tried hard, _________ he could not win. (Conjunction)",and,because,but,or,but,MCQ,
FENG843,85,Conjunction,"You must hurry, _________ the bus will leave soon. (Conjunction)",or,because,but,and,or,MCQ,
FENG844,85,Conjunction,The child cried _________ he lost his toy. (Conjunction),because,so,and,but,because,MCQ,
FENG845,85,Conjunction,We bought fruits _________ vegetables from the market. (Conjunction),or,and,but,because,and,MCQ,
FENG846,85,Conjunction,"The room was dark, _________ I switched on the light. (Conjunction)",or,because,so,but,so,MCQ,
FENG847,85,Conjunction,"She was hungry, _____ she ate lunch. (Conjunction)",and,because,but,so,so,MCQ,
FENG848,85,Conjunction,Do you prefer tea ______ coffee in the morning? (Conjunction),or,and,but,because,or,MCQ,
FENG849,85,Conjunction,"He was sleepy, _________  he finished his homework. (Conjunction)",so,because,or,but,but,MCQ,
FENG850,85,Conjunction,The children laughed _________ clapped their hands happily. (Conjunction),because,and,but,or,and,MCQ,
FL_ENG010,86,,,,,,,,Lesson,FL_ENG010
FENG851,86,Interjection,___! That was an amazing goal.,Quickly,Run,Beautiful,Wow,Wow,MCQ,
FENG852,86,Interjection,___! I forgot my homework.,Jump,Oops,Table,Blue,Oops,MCQ,
FENG853,86,Interjection,___! We won the match.,Slowly,Chair,Hooray,School,Hooray,MCQ,
FENG854,86,Interjection,___! That hurt my finger.,Under,Ouch,Happy,Walk,Ouch,MCQ,
FENG855,86,Interjection,___! The food tastes great.,Book,Yummy,Write,Tall,Yummy,MCQ,
FENG856,86,Interjection,___! I didn't expect to see you here.,Oh,Green,Window,Run,Oh,MCQ,
FENG857,86,Interjection,___! The glass is falling.,Watch out,Dog,Pencil,Quickly,Watch out,MCQ,
FENG858,86,Interjection,___! We are going on vacation tomorrow.,Orange,Yay,School,Dance,Yay,MCQ,
FENG859,86,Interjection,___! The baby is so cute.,Fast,Aww,Table,Jump,Aww,MCQ,
FENG860,86,Interjection,___! I stepped in a puddle.,Sing,Oops,Cloud,Loud,Oops,MCQ,
FENG861,87,Interjection,___! The magician disappeared.,Wow,Small,Desk,Read,Wow,MCQ,
FENG862,87,Interjection,___! I lost my pencil.,Oh no,Swim,Bag,Pretty,Oh no,MCQ,
FENG863,87,Interjection,___! You scared me.,House,Yellow,Slowly,Ah,Ah,MCQ,
FENG864,87,Interjection,___! What a beautiful rainbow.,Quiet,Wow,Play,Tree,Wow,MCQ,
FENG865,87,Interjection,___! We finished our homework.,Tiny,Hooray,Apple,Talk,Hooray,MCQ,
FENG866,87,Interjection,___! The soup is very hot.,Book,Strong,Yikes,Walk,Yikes,MCQ,
FENG867,87,Interjection,___! I dropped my ice cream.,Oh no,Smile,Chair,Blue,Oh no,MCQ,
FENG868,87,Interjection,___! That joke was funny.,Round,Dance,Ha ha,School,Ha ha,MCQ,
FENG869,87,Interjection,___! The fireworks are beautiful.,Run,Large,Pen,Wow,Wow,MCQ,
FENG870,87,Interjection,___! We got full marks in the test.,Red,Hooray,Sing,Window,Hooray,MCQ,
FENG871,88,Interjection,___! I touched something sharp.,Jump,Happy,Ouch,Bottle,Ouch,MCQ,
FENG872,88,Interjection,___! Look at that giant elephant.,Desk,Short,Wow,Write,Wow,MCQ,
FENG873,88,Interjection,___! I nearly fell off my bike.,Read,Door,Bright,Yikes,Yikes,MCQ,
FENG874,88,Interjection,___! Look at the beautiful rainbow.,Wow,Young,Table,Walk,Wow,MCQ,
FENG875,88,Interjection,___! We are the champions.,Book,Kind,Draw,Hooray,Hooray,MCQ,
FENG876,88,Interjection,___! I found a treasure map.,Chair,Blue,Run,Wow,Wow,MCQ,
FENG877,88,Interjection,___! The movie was fantastic.,Wow,Table,Happy,Sing,Wow,MCQ,
FENG878,88,Interjection,___! I accidentally broke the vase.,Walk,Book,Green,Oops,Oops,MCQ,
FENG879,88,Interjection,___! We are going to the amusement park.,Jump,Yellow,School,Yay,Yay,MCQ,
FENG880,88,Interjection,___! I bumped my head on the door.,Ouch,Tall,Pencil,Read,Ouch,MCQ,
FENG881,89,Interjection,___! The puppy is adorable.,Aww,Strong,Desk,Dance,Aww,MCQ,
FENG882,89,Interjection,___! You nearly hit the wall.,Watch out,Tree,Bright,Swim,Watch out,MCQ,
FENG883,89,Interjection,___! I forgot my friend's birthday.,House,Oh no,Write,Fast,Oh no,MCQ,
FENG884,89,Interjection,___! That's a huge cake.,Kind,Door,Wow,Run,Wow,MCQ,
FENG885,89,Interjection,___! We finished first in the race.,Apple,Quiet,Hooray,Draw,Hooray,MCQ,
FENG886,89,Interjection,___! The roller coaster is moving fast.,Small,Read,Chair,Yikes,Yikes,MCQ,
FENG887,89,Interjection,___! I didn't know you were here.,Table,Blue,Walk,Oh,Oh,MCQ,
FENG888,89,Interjection,___! The clown made everyone laugh.,Pretty,Ha ha,Book,Jump,Ha ha,MCQ,
FENG889,89,Interjection,___! I spilled juice on my shirt.,Round,Sing,Oops,Window,Oops,MCQ,
FENG890,89,Interjection,___! That lightning was very bright.,Young,Wow,Desk,Swim,Wow,MCQ,
FENG891,90,Interjection,___! We passed the exam.,Hooray,Door,Tiny,Talk,Hooray,MCQ,
FENG892,90,Interjection,___! I touched a hot pan.,School,Run,Large,Ouch,Ouch,MCQ,
FENG893,90,Interjection,___! The kitten fell asleep in my lap.,Write,Cold,Book,Aww,Aww,MCQ,
FENG894,90,Interjection,___! The bus is coming quickly.,Read,Tree,Look out,Sharp,Look out,MCQ,
FENG895,90,Interjection,___! I can't find my backpack.,Oh no,Soft,Table,Draw,Oh no,MCQ,
FENG896,90,Interjection,___! We get an extra holiday tomorrow.,Walk,Heavy,Chair,Yay,Yay,MCQ,
FENG897,90,Interjection,___! That magic trick was unbelievable.,Wow,Warm,Run,Window,Wow,MCQ,
FENG898,90,Interjection,___! The bee almost stung me.,Slow,Desk,Jump,Yikes,Yikes,MCQ,
FENG899,90,Interjection,___! You solved the puzzle perfectly.,Green,Bravo,Door,Sing,Bravo,MCQ,
FENG900,90,Interjection,___! The concert was amazing.,Read,Book,Happy,Wow,Wow,MCQ,
FENG901,91,Interjection,___! You answered every question correctly.,Blue,Jump,Bravo,Chair,Bravo,MCQ,
FENG902,91,Interjection,___! The glass is about to fall.,Happy,Book,Write,Look out,Look out,MCQ,
FENG903,91,Interjection,___! We are finally at the beach.,Green,Yay,Run,Table,Yay,MCQ,
FENG904,91,Interjection,___! That spider is huge.,Tall,Sing,Yikes,School,Yikes,MCQ,
FENG905,91,Interjection,___! I accidentally deleted my homework.,Oops,Yellow,Desk,Walk,Oops,MCQ,
FENG906,91,Interjection,___! The baby just smiled at me.,Aww,Strong,Tree,Read,Aww,MCQ,
FENG907,91,Interjection,___! What a beautiful painting.,Bright,Jump,Wow,Apple,Wow,MCQ,
FENG908,91,Interjection,___! I hurt my knee while running.,Ouch,Kind,Door,Swim,Ouch,MCQ,
FENG909,91,Interjection,___! We won the science competition.,Hooray,Quiet,Book,Draw,Hooray,MCQ,
FENG910,91,Interjection,___! I didn't expect such a surprise.,Talk,Window,Oh,Small,Oh,MCQ,
FENG911,92,Interjection,___! I forgot to bring my lunch.,Pretty,Oh no,Chair,Write,Oh no,MCQ,
FENG912,92,Interjection,___! That joke was hilarious.,Ha ha,Round,Table,Run,Ha ha,MCQ,
FENG913,92,Interjection,___! The puppy learned a new trick.,School,Sing,Bravo,Young,Bravo,MCQ,
FENG914,92,Interjection,___! The soup smells delicious.,Desk,Read,Tiny,Yummy,Yummy,MCQ,
FENG915,92,Interjection,___! A car is coming your way.,Watch out,Large,Tree,Walk,Watch out,MCQ,
FENG916,92,Interjection,___! We are going on a picnic today.,Jump,Apple,Cold,Yay,Yay,MCQ,
FENG917,92,Interjection,___! The fireworks were spectacular.,Draw,Door,Soft,Wow,Wow,MCQ,
FENG918,92,Interjection,___! I stepped on a toy.,Book,Sing,Ouch,Warm,Ouch,MCQ,
FENG919,92,Interjection,___! The little ducklings are adorable.,Window,Sharp,Aww,Read,Aww,MCQ,
FENG920,92,Interjection,___! You nearly dropped the cake.,Chair,Slow,Careful,Write,Careful,MCQ,
FENG921,93,Interjection,___! I got a perfect score in math.,Hooray,Table,Talk,Heavy,Hooray,MCQ,
FENG922,93,Interjection,___! I left my ticket at home.,Green,Run,Oh no,School,Oh no,MCQ,
FENG923,93,Interjection,___! That roller coaster was scary.,Jump,Yikes,Desk,Blue,Yikes,MCQ,
FENG924,93,Interjection,___! The magician pulled a rabbit from a hat.,Happy,Swim,Wow,Tree,Wow,MCQ,
FENG925,93,Interjection,___! You performed very well on stage.,Apple,Walk,Tall,Bravo,Bravo,MCQ,
FENG926,93,Interjection,___! I spilled juice on my shirt.,Oops,Chair,Run,Green,Oops,MCQ,
FENG927,93,Interjection,___! That puppy is so cute.,Wow,Desk,Jump,Tall,Wow,MCQ,
FENG928,93,Interjection,___! I forgot to do my homework.,Oh no,Apple,Walk,Heavy,Oh no,MCQ,
FENG929,93,Interjection,___! The fireworks are amazing.,Wow,Swim,Blue,Quickly,Wow,MCQ,
FENG930,93,Interjection,___! I won the race!,Hooray,School,Desk,Kind,Hooray,MCQ,
FL_ENG011,94,,,,,,,,Lesson,FL_ENG011
FENG931,94,Capital Letters,Which sentence is written correctly?,My name is Rahim.,My Name Is Rahim.,my name Is rahim.,my name is rahim.,My name is Rahim.,MCQ,
FENG932,94,Capital Letters,Which word should begin with a capital letter?,pencil,bangladesh,apple,book,bangladesh,MCQ,
FENG933,94,Capital Letters,Which sentence is correct?,i live in dhaka.,I live in dhaka.,I live in Dhaka.,i Live in Dhaka.,I live in Dhaka.,MCQ,
FENG934,94,Capital Letters,Which word should start with a capital letter?,monday,bag,chair,table,monday,MCQ,
FENG935,94,Capital Letters,Which sentence is written correctly?,We visited cox's bazar.,we visited cox's bazar.,We visited Cox's Bazar.,we visited Cox's bazar.,We visited Cox's Bazar.,MCQ,
FENG936,94,Capital Letters,Which word needs a capital letter?,cat,january,bird,dog,january,MCQ,
FENG937,94,Capital Letters,Choose the correct sentence.,she Is reading a book.,She Is Reading A Book.,She is reading a book.,she is reading a book.,She is reading a book.,MCQ,
FENG938,94,Capital Letters,Which name is written correctly?,rINA,RINA,Rina,rina,Rina,MCQ,
FENG939,94,Capital Letters,Which sentence begins correctly?,The sun is shining.,the sun is shining.,the Sun is shining.,The Sun Is Shining.,The sun is shining.,MCQ,
FENG940,94,Capital Letters,Which word should be capitalized?,desk,friday,door,pen,friday,MCQ,
FENG941,95,Capital Letters,Which sentence is correct?,my Teacher is Mr. Ali.,My teacher is Mr. Ali.,My teacher is mr. Ali.,my teacher is mr. ali.,My teacher is Mr. Ali.,MCQ,
FENG942,95,Capital Letters,Which word should start with a capital letter?,lake,bangladesh,river,mountain,bangladesh,MCQ,
FENG943,95,Capital Letters,Which word should begin with a capital letter?,orange,mango,apple,march,march,MCQ,
FENG944,95,Capital Letters,Choose the correct sentence.,i like english.,i Like English.,I like English.,I Like english.,I like English.,MCQ,
FENG945,95,Capital Letters,Which word is written correctly?,dHAKA,Dhaka,dhaka,DHAKA,Dhaka,MCQ,
FENG946,95,Capital Letters,Which sentence is correct?,Rahim And Karim Are Friends.,rahim And Karim are friends.,rahim and karim are friends.,Rahim and Karim are friends.,Rahim and Karim are friends.,MCQ,
FENG947,95,Capital Letters,Which word should start with a capital letter?,tree,ball,sunday,book,sunday,MCQ,
FENG948,95,Capital Letters,Choose the correct sentence.,we Went to Chittagong.,we went to chittagong.,We went to Chittagong.,We went to chittagong.,We went to Chittagong.,MCQ,
FENG949,95,Capital Letters,Which word is a proper name and needs a capital letter?,girl,rahim,city,boy,rahim,MCQ,
FENG950,95,Capital Letters,Which sentence is correct?,my birthday is in july.,My birthday is in July.,my Birthday is in July.,My Birthday is in july.,My birthday is in July.,MCQ,
FENG951,96,Capital Letters,Which sentence uses capitals correctly?,i saw the buriganga river.,I Saw the Buriganga river.,I saw the Buriganga River.,i saw the Buriganga River.,I saw the Buriganga River.,MCQ,
FENG952,96,Capital Letters,Which word should start with a capital letter?,teacher,april,student,class,april,MCQ,
FENG953,96,Capital Letters,Choose the correct sentence.,My favorite subject is Math.,my favorite subject is math.,my favorite Subject is Math.,My Favorite Subject Is Math.,My favorite subject is Math.,MCQ,
FENG954,96,Capital Letters,Which sentence is written correctly?,The president Lives in dhaka.,the President lives in Dhaka.,The President lives in Dhaka.,the president lives in dhaka.,The President lives in Dhaka.,MCQ,
FENG955,96,Capital Letters,What type of letter should begin a sentence?,capital letter,symbol,small letter,number,capital letter,MCQ,
FENG956,96,Capital Letters,Which sentence is written correctly?,My Friend lives in khulna.,My friend lives in Khulna.,my Friend Lives in Khulna.,my friend lives in khulna.,My friend lives in Khulna.,MCQ,
FENG957,96,Capital Letters,Which word should begin with a capital letter?,river,august,pencil,chair,august,MCQ,
FENG958,96,Capital Letters,Choose the correct sentence.,I went to school early.,i went to school early.,I Went To School Early.,i Went to school early.,I went to school early.,MCQ,
FENG959,96,Capital Letters,Which name is written correctly?,SALIM,salim,sALIM,Salim,Salim,MCQ,
FENG960,96,Capital Letters,Which sentence is correct?,my Birthday is in December.,my birthday is in december.,My Birthday is in december.,My birthday is in December.,My birthday is in December.,MCQ,
FENG961,97,Capital Letters,Which word should start with a capital letter?,tuesday,book,door,table,tuesday,MCQ,
FENG962,97,Capital Letters,Choose the correct sentence.,we Visited sylhet last year.,We visited Sylhet last year.,We Visited Sylhet Last Year.,we visited sylhet last year.,We visited Sylhet last year.,MCQ,
FENG963,97,Capital Letters,Which country name should begin with a capital letter?,india,pen,bag,tree,india,MCQ,
FENG964,97,Capital Letters,Which sentence is written correctly?,RAHIM likes cricket.,Rahim likes cricket.,rahim Likes Cricket.,rahim likes cricket.,Rahim likes cricket.,MCQ,
FENG965,97,Capital Letters,Which month should start with a capital letter?,mango,banana,november,apple,november,MCQ,
FENG966,97,Capital Letters,Choose the correct sentence.,my Favorite city is Dhaka.,My favorite city is Dhaka.,My Favorite City Is Dhaka.,my favorite city is dhaka.,My favorite city is Dhaka.,MCQ,
FENG967,97,Capital Letters,Which word is written correctly?,Bangladesh,bangladesh,BANGLADESH,bANGLADESH,Bangladesh,MCQ,
FENG968,97,Capital Letters,Which sentence is correct?,The meeting is on Friday.,the meeting is on friday.,the Meeting is on friday.,The Meeting Is On Friday.,The meeting is on Friday.,MCQ,
FENG969,97,Capital Letters,Which word should begin with a capital letter?,friend,teacher,june,student,june,MCQ,
FENG970,97,Capital Letters,Choose the correct sentence.,i Enjoy reading english books.,i enjoy reading english stories,I Enjoy Reading English Books.,I enjoy reading English books.,I enjoy reading English books.,MCQ,
FENG971,98,Capital Letters,Which sentence is written correctly?,salma And Rita are sisters.,salma and rita are sisters.,Salma And Rita Are Sisters.,Salma and Rita are sisters.,Salma and Rita are sisters.,MCQ,
FENG972,98,Capital Letters,Which day of the week should start with a capital letter?,house,dog,wednesday,car,wednesday,MCQ,
FENG973,98,Capital Letters,Choose the correct sentence.,We went to Rangamati during vacation.,we went to rangamati during vacation.,We Went To Rangamati During Vacation.,we Went to rangamati during vacation.,We went to Rangamati during vacation.,MCQ,
FENG974,98,Capital Letters,Which word needs a capital letter?,nila,friend,boy,girl,nila,MCQ,
FENG975,98,Capital Letters,Which sentence is correct?,My Uncle Lives In India.,My uncle lives in India.,my Uncle lives in india.,my uncle lives in india.,My uncle lives in India.,MCQ,
FENG976,98,Capital Letters,Choose the correct sentence.,the Padma river is very long.,the padma river is very long.,The padma River is very long.,The Padma River is very long.,The Padma River is very long.,MCQ,
FENG977,98,Capital Letters,Which word should start with a capital letter?,september,class,board,lesson,september,MCQ,
FENG978,98,Capital Letters,Which sentence is written correctly?,i met mr. hasan yesterday.,i Met mr. Hasan yesterday.,I Met Mr. Hasan Yesterday.,I met Mr. Hasan yesterday.,I met Mr. Hasan yesterday.,MCQ,
FENG979,98,Capital Letters,Which sentence uses capitals correctly?,My school is in Gazipur.,My School Is In Gazipur.,my school is in gazipur.,my School is in gazipur.,My school is in Gazipur.,MCQ,
FENG980,98,Capital Letters,Which type of letter is used for names?,capital letter,symbol,number,small letter,capital letter,MCQ,
FENG981,99,Capital Letters,Which sentence is written correctly?,My Brother Studies In Rajshahi.,my Brother studies in rajshahi.,My brother studies in Rajshahi.,my brother studies in rajshahi.,My brother studies in Rajshahi.,MCQ,
FENG982,99,Capital Letters,Which word should begin with a capital letter?,october,clock,eraser,desk,october,MCQ,
FENG983,99,Capital Letters,Choose the correct sentence.,I have a new bicycle.,I Have A New Bicycle.,i Have a new bicycle.,i have a new bicycle.,I have a new bicycle.,MCQ,
FENG984,99,Capital Letters,Which name is written correctly?,kARIM,karim,Karim,KARIM,Karim,MCQ,
FENG985,99,Capital Letters,Which sentence is correct?,my Favorite month is may.,My Favorite Month Is May.,my favorite month is may.,My favorite month is May.,My favorite month is May.,MCQ,
FENG986,99,Capital Letters,Which word should start with a capital letter?,saturday,ball,door,book,saturday,MCQ,
FENG987,99,Capital Letters,Choose the correct sentence.,We Visited Bandarban Last Winter.,we visited bandarban last winter.,We visited Bandarban last winter.,we Visited bandarban last winter.,We visited Bandarban last winter.,MCQ,
FENG988,99,Capital Letters,Which country name should begin with a capital letter?,pen,nepal,table,chair,nepal,MCQ,
FENG989,99,Capital Letters,Which sentence is written correctly?,Nila likes drawing pictures.,NILA likes drawing pictures.,nila likes drawing pictures.,nila Likes Drawing Pictures.,Nila likes drawing pictures.,MCQ,
FENG990,99,Capital Letters,Which month should start with a capital letter?,mango,orange,apple,february,february,MCQ,
FENG991,100,Capital Letters,Choose the correct sentence.,My cousin lives in Barisal.,my Cousin lives in barisal.,My Cousin Lives In Barisal.,my cousin lives in barisal.,My cousin lives in Barisal.,MCQ,
FENG992,100,Capital Letters,Which word is written correctly?,China,cHINA,china,CHINA,China,MCQ,
FENG993,100,Capital Letters,Which sentence is correct?,The exam is on Monday.,the Exam is on monday.,The Exam Is On Monday.,the exam is on monday.,The exam is on Monday.,MCQ,
FENG994,100,Capital Letters,Which word should begin with a capital letter?,class,april,teacher,friend,april,MCQ,
FENG995,100,Capital Letters,Choose the correct sentence.,My favorite subject is Mathematics.,i Enjoy learning mathematics.,I Enjoy Learning Mathematics.,i enjoy learning mathematics.,My favorite subject is Mathematics.,MCQ,
FENG996,100,Capital Letters,Which sentence is written correctly?,Rabeya and Sumaiya are classmates.,rabeya And Sumaiya are classmates.,rabeya and sumaiya are classmates.,Rabeya And Sumaiya Are Classmates.,Rabeya and Sumaiya are classmates.,MCQ,
FENG997,100,Capital Letters,Which day of the week should start with a capital letter?,car,thursday,house,tree,thursday,MCQ,
FENG998,100,Capital Letters,Choose the correct sentence.,we traveled to cox's bazar by bus.,We traveled to Cox's Bazar by bus.,We Traveled To Cox's Bazar By Bus.,we Traveled to cox's bazar by bus.,We traveled to Cox's Bazar by bus.,MCQ,
FENG999,100,Capital Letters,Which word needs a capital letter?,boy,girl,friend,rahima,rahima,MCQ,
FENG1000,100,Capital Letters,Which sentence is correct?,My Aunt Works In Pakistan.,my Aunt works in pakistan.,my aunt works in pakistan.,My aunt works in Pakistan.,My aunt works in Pakistan.,MCQ,
FENG1001,101,Vocabulary 2,The elephant is big but the ant is ______.,,,,,small,FillBlank,
FENG1002,101,Vocabulary 2,The giraffe is tall and the rabbit is ______.,,,,,short,FillBlank,
FENG1003,101,Vocabulary 2,The soup is hot but the ice cream is ______.,,,,,cold,FillBlank,
FENG1004,101,Vocabulary 2,The box is heavy but the feather is ______.,,,,,light,FillBlank,
FENG1005,101,Vocabulary 2,The road is wide but the path is ______.,,,,,narrow,FillBlank,
FENG1006,101,Vocabulary 2,The lion is strong but the kitten is ______.,,,,,weak,FillBlank,
FENG1007,101,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,
FENG1008,101,Vocabulary 2,The old man walks slowly but the young boy walks ______.,,,,,fast,FillBlank,
FENG1009,101,Vocabulary 2,The classroom is clean but the garage is ______.,,,,,dirty,FillBlank,
FENG1010,101,Vocabulary 2,The king was rich but the beggar was ______.,,,,,poor,FillBlank,
FENG1011,102,Vocabulary 2,The bag is full but the bottle is ______.,,,,,empty,FillBlank,
FENG1012,102,Vocabulary 2,The exam was easy but the puzzle was ______.,,,,,difficult,FillBlank,
FENG1013,102,Vocabulary 2,The tiger is wild but the cow is ______.,,,,,tame,FillBlank,
FENG1014,102,Vocabulary 2,The water is deep but the puddle is ______.,,,,,shallow,FillBlank,
FENG1015,102,Vocabulary 2,The movie was interesting but the lecture was ______.,,,,,boring,FillBlank,
FENG1016,102,Vocabulary 2,The glass is hard but the pillow is ______.,,,,,soft,FillBlank,
FENG1017,102,Vocabulary 2,The room is bright but the basement is ______.,,,,,dark,FillBlank,
FENG1018,102,Vocabulary 2,The train arrived early but the bus arrived ______.,,,,,late,FillBlank,
FENG1019,102,Vocabulary 2,The tree is alive but the fallen leaf is ______.,,,,,dead,FillBlank,
FENG1020,102,Vocabulary 2,The market is crowded but the park is ______.,,,,,empty,FillBlank,
FENG1021,103,Vocabulary 2,The rope is tight but the knot is ______.,,,,,loose,FillBlank,
FENG1022,103,Vocabulary 2,The boy was happy but the girl was ______.,,,,,sad,FillBlank,
FENG1023,103,Vocabulary 2,The question was simple but the answer was ______.,,,,,complex,FillBlank,
FENG1024,103,Vocabulary 2,The summer day is long but the winter day is ______.,,,,,short,FillBlank,
FENG1025,103,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,
FENG1026,103,Vocabulary 2,The soup is hot but the ice cream is ______.,,,,,cold,FillBlank,
FENG1027,103,Vocabulary 2,The car is fast but the bicycle is ______.,,,,,slow,FillBlank,
FENG1028,103,Vocabulary 2,The box is heavy but the feather is ______.,,,,,light,FillBlank,
FENG1029,103,Vocabulary 2,The story is old but the movie is ______.,,,,,new,FillBlank,
FENG1030,103,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,
FENG1031,104,Fill in the Blank : Pronoun,My parrot likes to sing. ______ sings beautifully.,,,,,It,FillBlank,
FENG1032,104,Fill in the Blank : Pronoun,The lion and the tiger are sleeping. ______ are tired.,,,,,They,FillBlank,
FENG1033,104,Fill in the Blank : Pronoun,Rina is my best friend. ______ helps me with my homework.,,,,,She,FillBlank,
FENG1034,104,Fill in the Blank : Pronoun,John is a good football player. ______ plays very well.,,,,,He,FillBlank,
FENG1035,104,Fill in the Blank : Pronoun,The books are on the table. ______ belong to the library.,,,,,They,FillBlank,
FENG1036,104,Fill in the Blank : Pronoun,My brother and I went to the park. ______ had a great time.,,,,,We,FillBlank,
FENG1037,104,Fill in the Blank : Pronoun,The dog is barking loudly. ______ wants some food.,,,,,It,FillBlank,
FENG1038,104,Fill in the Blank : Pronoun,Sarah and Mina are classmates. ______ study together.,,,,,They,FillBlank,
FENG1039,104,Fill in the Blank : Pronoun,I am learning Python. ______ enjoy coding very much.,,,,,I,FillBlank,
FENG1040,104,Fill in the Blank : Pronoun,You have completed the project. ______ did a great job.,,,,,You,FillBlank,
FENG1041,105,Fill in the Blank : Pronoun,The flowers are blooming. ______ look beautiful.,,,,,They,FillBlank,
FENG1042,105,Fill in the Blank : Pronoun,My father is a teacher. ______ teaches mathematics.,,,,,He,FillBlank,
FENG1043,105,Fill in the Blank : Pronoun,The baby is sleeping peacefully. ______ is very quiet.,,,,,It,FillBlank,
FENG1044,105,Fill in the Blank : Pronoun,My mother and aunt are cooking. ______ are preparing dinner.,,,,,They,FillBlank,
FENG1045,105,Fill in the Blank : Pronoun,Tom has a new bicycle. ______ rides it every day.,,,,,He,FillBlank,
FENG1046,105,Fill in the Blank : Pronoun,The cat is under the chair. ______ is hiding there.,,,,,It,FillBlank,
FENG1047,105,Fill in the Blank : Pronoun,My friends invited me to the picnic. ______ are very kind.,,,,,They,FillBlank,
FENG1048,105,Fill in the Blank : Pronoun,Lisa is reading a novel. ______ loves reading books.,,,,,She,FillBlank,
FENG1049,105,Fill in the Blank : Pronoun,The students are taking an exam. ______ are very focused.,,,,,They,FillBlank,
FENG1050,105,Fill in the Blank : Pronoun,David and I are working on a project. ______ will finish it soon.,,,,,We,FillBlank,
FENG1051,106,Fill in the Blank : Pronoun,The bird is building a nest. ______ works hard every day.,,,,,It,FillBlank,
