id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
SCI739,Physics,Random,A push or a pull is called:,Force,Motion,Energy,Weight,Force
SCI740,Physics,Random,What is the unit of measuring force?,Newton,Liter,Kilometer,Meter,Newton
SCI741,Physics,Random,What kind of energy is stored in a battery?,Chemical energy,Heat energy,Sound energy,Light energy,Chemical energy
SCI742,Physics,Random,Which of these objects floats on water?,Stone,Iron ball,Coin,Plastic bottle,Plastic bottle
SCI743,Physics,Random,What does a thermometer measure?,Speed,Weight,Temperature,Length,Temperature
SCI744,Physics,Random,Which simple machine helps you lift water from a well?,Pulley,Wedge,Screw,Lever,Pulley
SCI745,Physics,Random,What kind of energy comes from moving water or wind?,Sound energy,Magnetic energy,Heat energy,Mechanical energy,Mechanical energy
SCI746,Physics,Random,When you stretch a rubber band which energy is stored?,Light energy,Sound energy,Heat energy,Elastic potential energy,Elastic potential energy
SCI747,Physics,Random,Which color of light has the highest energy?,Green,Violet,Yellow,Red,Violet
SCI748,Physics,Sound,What do we call something we hear with our ears?,Sound,Light,Heat,Force,Sound
SCI749,Physics,Sound,What is the speed of sound measured in?,Liters,Centimeters,Meters per second,Kilograms,Meters per second
SCI750,Physics,Sound,Which part of the body helps us hear sound?,Hands,Nose,Ears,Eyes,Ears
SCI751,Physics,Sound,What causes sound to be made?,Still objects,Shadows,Colors,Vibrations,Vibrations
SCI752,Physics,Sound,Which of these can travel through air as sound?,Leaves,Roots,Waves,Stones,Waves
SCI753,Physics,Sound,Which musical instrument makes sound when strings vibrate?,Drum,Bell,Guitar,Flute,Guitar
SCI754,Physics,Sound,What happens to sound when you move farther away from it?,Gets louder,Stops moving,Changes color,Gets softer,Gets softer
SCI755,Physics,Sound,What do we call a very loud unwanted sound?,Noise,Whisper,Silence,Music,Noise
SCI756,Physics,Sound,Which of these objects can make sound by vibrating?,Book,Pillow,Bell,Tablecloth,Bell
SCI757,Physics,Sound,What is a soft and quiet way of speaking called?,Singing,Whispering,Shouting,Laughing,Whispering
SCI758,Physics,Sound,What happens when you hit a drum?,It melts,It freezes,It disappears,It vibrates,It vibrates
SCI759,Physics,Sound,Which material helps sound travel best?,Water,Vacuum,Air,Steel,Steel
SCI760,Physics,Sound,What do we call sound that bounces back?,Shadow,Flash,Echo,Steam,Echo
SCI761,Physics,Sound,Where are echoes often heard clearly?,Cave,Sand,Forest,Open field,Cave
SCI762,Physics,Sound,Which of these sounds has the highest pitch?,Thunder,Whistle,Drum beat,Lion roar,Whistle
SCI763,Physics,Sound,Which of these sounds has the lowest pitch?,Thunder,Flute,Whistle,Bird chirp,Thunder
SCI764,Physics,Sound,What do we call how high or low a sound is?,Weight,Color,Length,Pitch,Pitch
SCI765,Physics,Sound,What do we call how loud or soft a sound is?,Shape,Mass,Volume,Speed,Volume
SCI766,Physics,Sound,Which of these usually makes the loudest sound?,Ticking clock,Jet engine,Whisper,Falling leaf,Jet engine
SCI767,Physics,Sound,Can sound travel through water?,No,Yes,Only at night,Only in winter,Yes
SCI768,Physics,Sound,Can sound travel in outer space where there is no air?,Only once,Only slowly,Yes,No,No
SCI769,Physics,Sound,Which device is used to listen to sounds better from far away?,Microscope,Stethoscope,Telescope,Thermometer,Stethoscope
SCI770,Physics,Sound,What happens when you pluck a rubber band?,It turns cold,It breaks into dust,It vibrates,It glows,It vibrates
SCI771,Physics,Sound,Which sound is most likely a natural sound?,Doorbell,Car horn,Alarm clock,Birdsong,Birdsong
SCI772,Physics,Sound,Why do we cover our ears during very loud sounds?,To hear better,To sleep faster,To stop wind,To protect ears,To protect ears
