Id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
ENG770,Capital Letters,Level 3,Which sentence is correct?,My Aunt Works In Pakistan.,my Aunt works in pakistan.,my aunt works in pakistan.,My aunt works in Pakistan.,My aunt works in Pakistan.
ENG771,Capital Letters,Level 3,Choose the correct sentence.,The jamuna River flows through Bangladesh.,The Jamuna River flows through Bangladesh.,the Jamuna river flows through bangladesh.,the jamuna river flows through bangladesh.,The Jamuna River flows through Bangladesh.
ENG772,Capital Letters,Level 3,Which word should start with a capital letter?,student,july,lesson,classroom,july
ENG773,Capital Letters,Level 3,Which sentence is written correctly?,I spoke to Mrs. Akter today.,i Spoke to mrs. Akter today.,I Spoke To Mrs. Akter Today.,i spoke to mrs. akter today.,I spoke to Mrs. Akter today.
ENG774,Capital Letters,Level 3,Which sentence uses capitals correctly?,my School is near the padma river.,My School Is Near The Padma River.,my school is near the padma river.,My school is near the Padma River.,My school is near the Padma River.
ENG775,Capital Letters,Level 3,Which type of word usually begins with a capital letter?,proper noun,common noun,adjective,verb,proper noun
ENG776,Be Verb,Level 1,I _________ a student. (Be Verb),be,am,is,are,am
ENG777,Be Verb,Level 1,She _________ my friend. (Be Verb),are,is,be,am,is
ENG778,Be Verb,Level 1,They _________ playing football. (Be Verb),are,be,is,am,are
ENG779,Be Verb,Level 1,He _________ very tall. (Be Verb),be,are,am,is,is
ENG780,Be Verb,Level 1,We _________ happy today. (Be Verb),be,am,is,are,are
ENG781,Be Verb,Level 1,You _________ a good student. (Be Verb),am,are,be,is,are
ENG782,Be Verb,Level 1,The cat _________ sleeping. (Be Verb),be,is,am,are,is
ENG783,Be Verb,Level 1,Rahim and Karim _________ brothers. (Be Verb),be,is,am,are,are
ENG784,Be Verb,Level 1,The book _________ on the table. (Be Verb),are,be,am,is,is
ENG785,Be Verb,Level 1,My parents _________ at home. (Be Verb),are,is,am,be,are
ENG786,Be Verb,Level 1,Which word is a Be Verb?,is,play,jump,run,is
ENG787,Be Verb,Level 1,Which word is a Be Verb?,sing,are,happy,book,are
ENG788,Be Verb,Level 1,Which word is a Be Verb?,house,cat,tree,am,am
ENG789,Be Verb,Level 1,"Pick out the Be Verb: ""She is reading a book.""",is,She,book,reading,is
ENG790,Be Verb,Level 1,"Pick out the Be Verb: ""They are in the classroom.""",classroom,in,They,are,are
ENG791,Be Verb,Level 1,"Pick out the Be Verb: ""I am hungry.""",am,very,I,hungry,am
ENG792,Be Verb,Level 1,A Be Verb shows a state of _________.,jumping,singing,running,being,being
ENG793,Be Verb,Level 1,The children _________ excited about the trip. (Be Verb),are,be,is,am,are
ENG794,Be Verb,Level 1,My sister _________ a doctor. (Be Verb),is,are,be,am,is
ENG795,Be Verb,Level 1,The flowers _________ beautiful. (Be Verb),am,be,is,are,are
ENG796,Be Verb,Level 1,I _________ ready for the test. (Be Verb),are,be,am,is,am
ENG797,Be Verb,Level 1,You _________ welcome. (Be Verb),am,are,is,be,are
ENG798,Be Verb,Level 1,The bird _________ in the cage. (Be Verb),are,am,is,be,is
ENG799,Be Verb,Level 1,We _________ classmates. (Be Verb),am,is,be,are,are
ENG800,Be Verb,Level 1,Which are Be Verbs?,sing -  play,run -  jump,am -  is -  are,book -  pen,am -  is -  are
ENG801,Be Verb,Level 2,I _________ very happy today. (Be Verb),is,am,be,are,am
ENG802,Be Verb,Level 2,She _________ my elder sister. (Be Verb),be,am,is,are,is
ENG803,Be Verb,Level 2,They _________ in the playground. (Be Verb),are,is,be,am,are
ENG804,Be Verb,Level 2,He _________ a good football player. (Be Verb),are,is,be,am,is
ENG805,Be Verb,Level 2,We _________ ready for the exam. (Be Verb),be,is,am,are,are
ENG806,Be Verb,Level 2,The dog _________ barking loudly. (Be Verb),are,is,am,be,is
ENG807,Be Verb,Level 2,The birds _________ flying in the sky. (Be Verb),are,am,be,is,are
ENG808,Be Verb,Level 2,My father _________ at home now. (Be Verb),am,is,be,are,is
ENG809,Be Verb,Level 2,You _________ my best friend. (Be Verb),are,am,be,is,are
ENG810,Be Verb,Level 2,The books _________ on the shelf. (Be Verb),is,be,are,am,are
ENG811,Be Verb,Level 2,Which word is a Be Verb?,run,are,book,jump,are
ENG812,Be Verb,Level 2,Which word is a Be Verb?,sing,is,blue,pen,is
ENG813,Be Verb,Level 2,Which word is a Be Verb?,am,play,cat,chair,am
ENG814,Be Verb,Level 2,"Pick out the Be Verb: ""He is playing cricket.""",playing,cricket,He,is,is
ENG815,Be Verb,Level 2,"Pick out the Be Verb: ""We are going to school.""",We,are,school,going,are
ENG816,Be Verb,Level 2,"Pick out the Be Verb: ""I am reading a book.""",I,reading,am,book,am
ENG817,Be Verb,Level 2,A Be Verb shows a state of _________.,thinking,playing,reading,being,being
ENG818,Be Verb,Level 2,The baby _________ sleeping in the cradle. (Be Verb),is,am,are,be,is
ENG819,Be Verb,Level 2,The students _________ very smart. (Be Verb),am,is,be,are,are
ENG820,Be Verb,Level 2,My mother _________ cooking food. (Be Verb),is,are,am,be,is
ENG821,Be Verb,Level 2,I _________ excited about the trip. (Be Verb),be,am,are,is,am
ENG822,Be Verb,Level 2,You _________ always kind. (Be Verb),are,be,is,am,are
ENG823,Be Verb,Level 2,The flowers _________ in the garden. (Be Verb),am,are,be,is,are
ENG824,Be Verb,Level 2,Rahim and Karim _________ classmates. (Be Verb),be,am,is,are,are
ENG825,Be Verb,Level 2,Which are Be Verbs?,sing -  dance,book -  pen,run -  go,is -  am -  are,is -  am -  are
ENG826,Be Verb,Level 3,I _________ not afraid of the dark. (Be Verb),am,is,be,are,am
ENG827,Be Verb,Level 3,She _________ interested in drawing pictures. (Be Verb),are,is,be,am,is
ENG828,Be Verb,Level 3,They _________ waiting for the bus outside. (Be Verb),is,am,are,be,are
ENG829,Be Verb,Level 3,The children _________ very excited about the trip tomorrow. (Be Verb),am,is,are,be,are
ENG830,Be Verb,Level 3,He _________ always ready to help others. (Be Verb),be,are,am,is,is
ENG831,Be Verb,Level 3,The weather _________ getting colder day by day. (Be Verb),are,is,be,am,is
ENG832,Be Verb,Level 3,My friends _________ coming to my birthday party. (Be Verb),are,am,be,is,are
ENG833,Be Verb,Level 3,The teacher _________ explaining the lesson clearly. (Be Verb),is,be,am,are,is
ENG834,Be Verb,Level 3,The books _________ arranged neatly on the shelf. (Be Verb),am,are,is,be,are
ENG835,Be Verb,Level 3,I _________ not happy with my result. (Be Verb),is,are,am,be,am
ENG836,Be Verb,Level 3,Which sentence is correct?,He are a doctor.,He is a doctor.,He am a doctor.,He be a doctor.,He is a doctor.
ENG837,Be Verb,Level 3,Which sentence is correct?,They are playing football.,They am playing football.,They is playing football.,They be playing football.,They are playing football.
ENG838,Be Verb,Level 3,Which sentence is correct?,I be very tired.,I is very tired.,I are very tired.,I am very tired.,I am very tired.
ENG839,Be Verb,Level 3,Which word is a Be Verb?,runing,play,is run quickly,is,is
ENG840,Be Verb,Level 3,Which word is a Be Verb?,going school,am,jump,book,am
ENG841,Be Verb,Level 3,"Pick out the Be Verb: ""The cake is delicious.""",delicious,cake,is,The,is
ENG842,Be Verb,Level 3,"Pick out the Be Verb: ""We are late for school.""",We,are,for,late,are
ENG843,Be Verb,Level 3,"Pick out the Be Verb: ""I am feeling sick today.""",am,I,feeling,sick,am
ENG844,Be Verb,Level 3,A Be Verb shows a state of _________.,action,place,being,time,being
ENG845,Be Verb,Level 3,The sun _________ very bright today. (Be Verb),am,is,are,be,is
ENG846,Be Verb,Level 3,The apples _________ fresh and red. (Be Verb),are,am,be,is,are
ENG847,Be Verb,Level 3,You _________ not allowed to enter here. (Be Verb),is,be,am,are,are
ENG848,Be Verb,Level 3,My brother and I _________ in the same school. (Be Verb),is,am,be,are,are
ENG849,Be Verb,Level 3,The room _________ very clean after cleaning. (Be Verb),be,am,are,is,is
ENG850,Be Verb,Level 3,She and her sister _________ very talented. (Be Verb),is,are,am,be,are
ENG851,Be Verb,Level 4,"""Yesterday, I _________ very tired after school. (Be Verb)""",were,are,was,is,was
ENG852,Be Verb,Level 4,She _________ absent from class yesterday. (Be Verb),was,were,am,are,was
ENG853,Be Verb,Level 4,They _________ happy when they heard the news. (Be Verb),were,is,am,was,were
ENG854,Be Verb,Level 4,We _________ at the zoo last Sunday. (Be Verb),is,are,were,was,were
ENG855,Be Verb,Level 4,He _________ the captain of the team last year. (Be Verb),is,are,were,was,was
ENG856,Be Verb,Level 4,The weather _________ cold yesterday morning. (Be Verb),were,was,are,am,was
ENG857,Be Verb,Level 4,My friends _________ at my birthday party. (Be Verb),was,am,were,is,were
ENG858,Be Verb,Level 4,The books _________ on the table a minute ago. (Be Verb),was,were,are,is,were
ENG859,Be Verb,Level 4,You _________ very helpful yesterday. (Be Verb),is,was,were,am,were
ENG860,Be Verb,Level 4,The dog _________ hungry after the long walk. (Be Verb),am,was,were,are,was
ENG861,Be Verb,Level 4,Which sentence is correct?,I are late yesterday.,I was late yesterday.,I were late yesterday.,I is late yesterday.,I was late yesterday.
ENG862,Be Verb,Level 4,Which sentence is correct?,They were excited.,They are excited yesterday.,They was excited.,They is excited.,They were excited.
ENG863,Be Verb,Level 4,Which sentence is correct?,We was at school.,We is at school.,We were at school.,We am at school.,We were at school.
ENG864,Be Verb,Level 4,"Pick out the Be Verb: ""The students were very quiet.""",quiet,were,very,students,were
ENG865,Be Verb,Level 4,"Pick out the Be Verb: ""I was sick last week.""",sick,was,I,last,was
ENG866,Be Verb,Level 4,"Pick out the Be Verb: ""The children were in the park.""",park,were,children,in,were
ENG867,Be Verb,Level 4,Which word is a past tense Be Verb?,book,play,is,was,was
ENG868,Be Verb,Level 4,Which word is a past tense Be Verb?,jump,chair,run,were,were
ENG869,Be Verb,Level 4,My sister _________ five years old last year. (Be Verb),were,are,was,is,was
ENG870,Be Verb,Level 4,Rahim and Karim _________ classmates in Grade 2. (Be Verb),am,was,were,is,were
ENG871,Be Verb,Level 4,The movie _________ very interesting. (Be Verb),am,was,were,are,was
ENG872,Be Verb,Level 4,The flowers _________ beautiful yesterday. (Be Verb),were,is,am,was,were
ENG873,Be Verb,Level 4,There _________ many people at the fair. (Be Verb),was,is,am,were,were
ENG874,Be Verb,Level 4,Which pair contains past tense Be Verbs?,run -  jump,was -  were,is -  are,am -  is,was -  were
ENG875,Be Verb,Level 4,"""Last night, the sky _________ full of stars. (Be Verb)""",was,am,are,were,was
ENG876,Idioms,Level 1,"What does ""Break the ice"" mean?",Break something cold,Feel sleepy,Run away,Start a conversation,Start a conversation
ENG877,Idioms,Level 1,"What does ""Piece of cake"" mean?",Very expensive,Very difficult,Very easy,Very large,Very easy
ENG878,Idioms,Level 1,"What does ""Hit the books"" mean?",Write a book,Throw books,Buy books,Read or study,Read or study
ENG879,Idioms,Level 1,"What does ""Under the weather"" mean?",Busy,Angry,Sick,Happy,Sick
ENG880,Idioms,Level 1,"What does ""Once in a blue moon"" mean?",Rarely,Very often,Every day,At night,Rarely
ENG881,Idioms,Level 1,"What does ""Spill the beans"" mean?",Reveal a secret,Eat quickly,Cook food,Make a mess,Reveal a secret
ENG882,Idioms,Level 1,"What does ""A blessing in disguise"" mean?",A surprise gift,A hidden benefit,A problem,Bad luck,A hidden benefit
ENG883,Idioms,Level 1,"What does ""Cost an arm and a leg"" mean?",Very cheap,Very heavy,Very expensive,Very dangerous,Very expensive
ENG884,Idioms,Level 1,"What does ""Get cold feet"" mean?",Run fast,Lose shoes,Feel cold,Become nervous,Become nervous
ENG885,Idioms,Level 1,"What does ""The ball is in your court"" mean?",Play a game,Watch a match,Wait outside,It's your turn to decide,It's your turn to decide
ENG886,Idioms,Level 1,"What does ""Bite your tongue"" mean?",Stay quiet,Argue loudly,Eat quickly,Brush teeth,Stay quiet
ENG887,Idioms,Level 1,"What does ""Call it a day"" mean?",Finish working for now,Take a vacation,Start working,Make a phone call,Finish working for now
ENG888,Idioms,Level 1,"What does ""Hang in there"" mean?",Hold a rope,Don't give up,Wait outside,Climb a tree,Don't give up
ENG889,Idioms,Level 1,"What does ""Keep an eye on"" mean?",Close your eyes,Look carefully,Watch or monitor,Draw a picture,Watch or monitor
ENG890,Idioms,Level 1,"What does ""On the same page"" mean?",Reading together,In a book library,Using the same notebook,Agreeing with each other,Agreeing with each other
ENG891,Idioms,Level 1,"What does ""Pull someone's leg"" mean?",Joke with someone,Hurt someone,Run fast,Help someone,Joke with someone
ENG892,Idioms,Level 1,"What does ""See eye to eye"" mean?",Agree with someone,Watch a movie,Look at someone,Close your eyes,Agree with someone
ENG893,Idioms,Level 1,"What does ""Speak of the devil"" mean?",A person appears when being discussed,Talk about evil,Get angry,Tell a story,A person appears when being discussed
ENG894,Idioms,Level 1,"What does ""Take your time"" mean?",Waste time,Sleep longer,Do it without rushing,Hurry up,Do it without rushing
ENG895,Idioms,Level 1,"What does ""Wrap your head around"" mean?",Wear a hat,Understand something difficult,Hide something,Run away,Understand something difficult
ENG896,Idioms,Level 1,"What does ""In hot water"" mean?",In trouble,Cooking food,Feeling warm,Taking a bath,In trouble
ENG897,Idioms,Level 1,"What does ""Miss the boat"" mean?",Travel by ship,Arrive early,Go fishing,Miss an opportunity,Miss an opportunity
ENG898,Idioms,Level 1,"What does ""Rain cats and dogs"" mean?",Cloudy weather,Animals falling,Visit a zoo,Heavy rain,Heavy rain
ENG899,Idioms,Level 1,"What does ""Cut corners"" mean?",Do something cheaply or carelessly,Use scissors,Draw shapes,Turn quickly,Do something cheaply or carelessly
ENG900,Idioms,Level 1,"What does ""Burn the midnight oil"" mean?",Stay up late working or studying,Start a fire,Turn off lights,Waste fuel,Stay up late working or studying
ENG901,Idioms,Level 2,"What does ""Better late than never"" mean?",It is better to do something late than not at all,Always be late,Never arrive,Leave early,It is better to do something late than not at all
ENG902,Idioms,Level 2,"What does ""Practice makes perfect"" mean?",Perfect people practice,Practice is boring,Stop practicing,Practice helps you improve,Practice helps you improve
ENG903,Idioms,Level 2,"What does ""A dime a dozen"" mean?",Very large,Very common,Very expensive,Very old,Very common
ENG904,Idioms,Level 2,"What does ""Beat around the bush"" mean?",Avoid saying something directly,Run in a garden,Speak loudly,Cut a tree,Avoid saying something directly
ENG905,Idioms,Level 2,"What does ""Hit the nail on the head"" mean?",Build something,Be exactly right,Use a hammer,Make a mistake,Be exactly right
ENG906,Idioms,Level 2,"What does ""Let the cat out of the bag"" mean?",Buy a cat,Reveal a secret,Release a pet,Close a bag,Reveal a secret
ENG907,Idioms,Level 2,"What does ""No pain, no gain"" mean?",Exercise less,Pain is good,Hard work brings success,Avoid hard work,Hard work brings success
ENG908,Idioms,Level 2,"What does ""Out of the blue"" mean?",Very slowly,With sadness,From the sky,Unexpectedly,Unexpectedly
ENG909,Idioms,Level 2,"What does ""So far, so good"" mean?",The journey is long,Finish quickly,Nothing happened,Everything is going well up to now,Everything is going well up to now
ENG910,Idioms,Level 2,"What does ""The early bird catches the worm"" mean?",Wake up birds,People who act early get advantages,Birds like worms,Go fishing,People who act early get advantages
ENG911,Idioms,Level 2,"What does ""Time flies"" mean?",Time is expensive,Time can fly,Time passes quickly,Time stops,Time passes quickly
ENG912,Idioms,Level 2,"What does ""When pigs fly"" mean?",Tomorrow,Very soon,Every day,Never,Never
ENG913,Idioms,Level 2,"What does ""You can say that again"" mean?",Repeat everything,Stay quiet,Speak slowly,I completely agree,I completely agree
ENG914,Idioms,Level 2,"What does ""Cross your fingers"" mean?",Draw a picture,Hope for good luck,Count numbers,Exercise your hands,Hope for good luck
ENG915,Idioms,Level 2,"What does ""Give it a shot"" mean?",Shoot a ball,Give a gift,Take a photograph,Try something,Try something
ENG916,Idioms,Level 2,"What does ""Go the extra mile"" mean?",Run a race,Walk farther than needed,Travel abroad,Make extra effort,Make extra effort
ENG917,Idioms,Level 2,"What does ""It's not rocket science"" mean?",It is expensive,It is about space,It is not difficult,It is dangerous,It is not difficult
ENG918,Idioms,Level 2,"What does ""Keep your cool"" mean?",Buy a fan,Remain calm,Stay cold,Run away,Remain calm
ENG919,Idioms,Level 2,"What does ""Learn the ropes"" mean?",Climb a mountain,Learn a sport,Learn how to do a job,Use ropes,Learn how to do a job
ENG920,Idioms,Level 2,"What does ""Make up your mind"" mean?",Study hard,Decide something,Imagine a story,Create a brain,Decide something
ENG921,Idioms,Level 2,"What does ""Not a big deal"" mean?",Very important,Very difficult,Not very important,Very expensive,Not very important
ENG922,Idioms,Level 2,"What does ""On cloud nine"" mean?",Lost in the sky,Sleeping,Extremely happy,On an airplane,Extremely happy
ENG923,Idioms,Level 2,"What does ""Play it by ear"" mean?",Listen to music,Sing loudly,Decide as you go,Play an instrument,Decide as you go
ENG924,Idioms,Level 2,"What does ""That's the last straw"" mean?",The final problem you can tolerate,A farming tool,A small mistake,A happy event,The final problem you can tolerate
ENG925,Idioms,Level 2,"What does ""Through thick and thin"" mean?",Very quickly,In all good and bad times,Only in difficult times,Through a forest,In all good and bad times
ENG926,Tense,Present Indefinite 1,He ____ to school every day. Choose the correct verb.,goes,going,go,went,goes
ENG927,Tense,Present Indefinite 1,They ____ football every afternoon. Choose the correct verb.,play,playing,plays,played,play
ENG928,Tense,Present Indefinite 1,She ____ tea every morning. Choose the correct verb.,drinking,drank,drinks,drink,drinks
ENG929,Tense,Present Indefinite 1,I ____ my homework regularly. Choose the correct verb.,doing,did,does,do,do
ENG930,Tense,Present Indefinite 1,The sun ____ in the east. Choose the correct verb.,rising,rise,rose,rises,rises
ENG931,Tense,Present Indefinite 1,We ____ English at school. Choose the correct verb.,learns,learning,learned,learn,learn
ENG932,Tense,Present Indefinite 1,My father ____ in a bank. Choose the correct verb.,works,work,working,worked,works
ENG933,Tense,Present Indefinite 1,The baby ____ loudly every night. Choose the correct verb.,cried,cry,cries,crying,cries
ENG934,Tense,Present Indefinite 1,Birds ____ in the sky. Choose the correct verb.,fly,flies,flew,flying,fly
ENG935,Tense,Present Indefinite 1,Rahim ____ his room every day. Choose the correct verb.,clean,cleans,cleaning,cleaned,cleans
ENG936,Tense,Present Indefinite 1,She ____ a letter to her friend every month. Choose the correct verb.,writes,writing,wrote,write,writes
ENG937,Tense,Present Indefinite 1,We ____ breakfast at 8 o'clock. Choose the correct verb.,eats,eat,ate,eating,eat
ENG938,Tense,Present Indefinite 1,The teacher ____ us mathematics. Choose the correct verb.,taught,teach,teaches,teaching,teaches
ENG939,Tense,Present Indefinite 1,They ____ in Dhaka. Choose the correct verb.,live,living,lives,lived,live
ENG940,Tense,Present Indefinite 1,He ____ the newspaper every morning. Choose the correct verb.,readed,reading,read,reads,reads
ENG941,Tense,Present Indefinite 1,Cats ____ milk. Choose the correct verb.,like,liked,liking,likes,like
ENG942,Tense,Present Indefinite 1,She ____ very fast. Choose the correct verb.,running,run,ran,runs,runs
ENG943,Tense,Present Indefinite 1,I ____ my parents. Choose the correct verb.,respecting,respected,respects,respect,respect
ENG944,Tense,Present Indefinite 1,Water ____ at 100 degrees Celsius. Choose the correct verb.,boils,boil,boiling,boiled,boils
ENG945,Tense,Present Indefinite 1,The train ____ at 9 AM every day. Choose the correct verb.,arriving,arrive,arrives,arrived,arrives
ENG946,Tense,Present Indefinite 1,You ____ very well. Choose the correct verb.,sings,singing,sing,sang,sing
ENG947,Tense,Present Indefinite 1,My mother ____ delicious food every night. Choose the correct verb.,cook,cooked,cooking,cooks,cooks
ENG948,Tense,Present Indefinite 1,Children ____ cartoons. Choose the correct verb.,watches,watch,watched,watching,watch
ENG949,Tense,Present Indefinite 1,He ____ his work on time. Choose the correct verb.,finished,finishing,finishes,finish,finishes
ENG950,Tense,Present Indefinite 1,We ____ our teachers. Choose the correct verb.,obeys,obeying,obey,obeyed,obey
ENG951,Tense,Present Indefinite 2,She ____ her teeth twice a day. Choose the correct verb.,brushing,brushes,brush,brushed,brushes
ENG952,Tense,Present Indefinite 2,They ____ vegetables from the market. Choose the correct verb.,buying,buys,bought,buy,buy
ENG953,Tense,Present Indefinite 2,He ____ his bicycle to school. Choose the correct verb.,ride,rides,rode,riding,rides
ENG954,Tense,Present Indefinite 2,I ____ coffee in the morning. Choose the correct verb.,drinking,drinks,drank,drink,drink
ENG955,Tense,Present Indefinite 2,The earth ____ around the sun. Choose the correct verb.,move,moves,moving,moved,moves
ENG956,Tense,Present Indefinite 2,Our teacher ____ us English grammar. Choose the correct verb.,explain,explains,explained,explaining,explains
ENG957,Tense,Present Indefinite 2,He ____ football very well. Choose the correct verb.,play,playing,plays,played,plays
ENG958,Tense,Present Indefinite 2,My sister ____ a beautiful song. Choose the correct verb.,singing,sang,sing,sings,sings
ENG959,Tense,Present Indefinite 2,The cow ____ grass. Choose the correct verb.,eating,ate,eat,eats,eats
ENG960,Tense,Present Indefinite 2,We ____ our grandparents every month. Choose the correct verb.,visited,visit,visits,visiting,visit
ENG961,Tense,Present Indefinite 2,He ____ a computer at work. Choose the correct verb.,uses,use,using,used,uses
ENG962,Tense,Present Indefinite 2,They ____ their lessons carefully. Choose the correct verb.,studying,studied,studies,study,study
ENG963,Tense,Present Indefinite 2,The shop ____ at 10 AM. Choose the correct verb.,opening,opens,open,opened,opens
ENG964,Tense,Present Indefinite 2,She ____ her mother in the kitchen. Choose the correct verb.,helping,helped,helps,help,helps
ENG965,Tense,Present Indefinite 2,I ____ my hands before eating. Choose the correct verb.,washes,washed,wash,washing,wash
ENG966,Tense,Present Indefinite 2,He ____ stories to children. Choose the correct verb.,told,tell,tells,telling,tells
ENG967,Tense,Present Indefinite 2,They ____ their mistakes. Choose the correct verb.,admit,admitting,admitted,admits,admit
ENG968,Tense,Present Indefinite 2,The baby ____ when it is hungry. Choose the correct verb.,cry,cries,cried,crying,cries
ENG969,Tense,Present Indefinite 2,She ____ her clothes herself. Choose the correct verb.,washed,washing,wash,washes,washes
ENG970,Tense,Present Indefinite 2,We ____ the truth. Choose the correct verb.,knew,knows,knowing,know,know
ENG971,Tense,Present Indefinite 2,He ____ his parents every weekend. Choose the correct verb.,call,called,calling,calls,calls
ENG972,Tense,Present Indefinite 2,Birds ____ nests in trees. Choose the correct verb.,built,building,builds,build,build
ENG973,Tense,Present Indefinite 2,My brother ____ late at night. Choose the correct verb.,slept,sleep,sleeping,sleeps,sleeps
ENG974,Tense,Present Indefinite 2,The river ____ into the sea. Choose the correct verb.,flow,flowed,flows,flowing,flows
ENG975,Tense,Present Indefinite 2,You ____ your room every week. Choose the correct verb.,cleaned,cleans,cleaning,clean,clean
ENG976,Tense,Present Indefinite 3,He ____ a new book every month. Choose the correct verb.,reading,read,reads,readed,reads
ENG977,Tense,Present Indefinite 3,She ____ her homework after school. Choose the correct verb.,do,doing,did,does,does
ENG978,Tense,Present Indefinite 3,They ____ to music in the evening. Choose the correct verb.,listened,listening,listen,listens,listen
ENG979,Tense,Present Indefinite 3,My father ____ the newspaper every morning. Choose the correct verb.,read,reads,readed,reading,reads
ENG980,Tense,Present Indefinite 3,The teacher ____ the lesson clearly. Choose the correct verb.,explains,explain,explained,explaining,explains
ENG981,Tense,Present Indefinite 3,I ____ my room every weekend. Choose the correct verb.,cleans,clean,cleaning,cleaned,clean
ENG982,Tense,Present Indefinite 3,She ____ beautiful pictures. Choose the correct verb.,draws,drew,draw,drawing,draws
ENG983,Tense,Present Indefinite 3,We ____ dinner together every night. Choose the correct verb.,has,have,had,having,have
ENG984,Tense,Present Indefinite 3,The dog ____ at strangers. Choose the correct verb.,barks,bark,barking,barked,barks
ENG985,Tense,Present Indefinite 3,He ____ his mobile phone carefully. Choose the correct verb.,use,using,used,uses,uses
ENG986,Tense,Present Indefinite 3,They ____ their work on time. Choose the correct verb.,completed,completes,completing,complete,complete
ENG987,Tense,Present Indefinite 3,The moon ____ around the earth. Choose the correct verb.,moves,moved,moving,move,moves
ENG988,Tense,Present Indefinite 3,She ____ flowers in the garden. Choose the correct verb.,planting,plants,planted,plant,plants
ENG989,Tense,Present Indefinite 3,I ____ my friends on holidays. Choose the correct verb.,meeting,meets,met,meet,meet
ENG990,Tense,Present Indefinite 3,He ____ English very well. Choose the correct verb.,speaking,spoke,speak,speaks,speaks
ENG991,Tense,Present Indefinite 3,We ____ the bus every morning. Choose the correct verb.,catch,caught,catches,catching,catch
ENG992,Tense,Present Indefinite 3,The baby ____ a lot during the night. Choose the correct verb.,slept,sleeps,sleeping,sleep,sleeps
ENG993,Tense,Present Indefinite 3,My mother ____ delicious cakes. Choose the correct verb.,made,make,making,makes,makes
ENG994,Tense,Present Indefinite 3,They ____ hard for their exams. Choose the correct verb.,works,work,working,worked,work
ENG995,Tense,Present Indefinite 3,The teacher ____ attendance every day. Choose the correct verb.,takes,take,taking,took,takes
ENG996,Tense,Present Indefinite 3,She ____ her face before sleeping. Choose the correct verb.,washes,washing,washed,wash,washes
ENG997,Tense,Present Indefinite 3,We ____ in the park every morning. Choose the correct verb.,walked,walks,walk,walking,walk
ENG998,Tense,Present Indefinite 3,He ____ his bike very fast. Choose the correct verb.,drives,drive,driving,drove,drives
ENG999,Tense,Present Indefinite 3,Fish ____ in water. Choose the correct verb.,living,live,lived,lives,live
ENG1000,Tense,Present Indefinite 3,You ____ your parents regularly. Choose the correct verb.,helping,helps,helped,help,help
